lon,lat,temp_c,temp_k,frame,hour,minute,time_str,category,wind_mph,center_lon,center_lat,min_temp_c
-79.76490592271588,31.99986370872913,20.187775,293.33777,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-81.08504574784419,31.988601303376466,23.137512,296.2875,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-75.29509216383003,31.957260486593114,2.059021,275.209,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-78.31369810684733,31.943119252806053,10.601044,283.75104,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-82.78464583965462,31.961737436500254,23.813507,296.9635,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-76.97768254558297,31.91374782569106,-21.047424,252.10257,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-82.69360544634868,31.937145426576752,24.489502,297.6395,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-76.88966057272279,31.89009148630275,-20.187073,252.96292,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-83.7132479143427,31.927866263736036,25.226929,298.37692,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-77.89490975384523,31.870804896307167,19.941956,293.09195,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-85.79121550422613,31.938580497543843,26.271637,299.42163,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-79.93210522336571,31.86093148235632,16.746368,289.89636,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-88.87538289919644,31.978936666629288,25.472748,298.62274,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-82.93056412958866,31.87011401465861,25.349854,298.49985,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-77.12825946484556,31.82085059023221,-12.566864,260.58313,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-86.8671641635109,31.912223823549876,25.53421,298.6842,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-80.98433998821147,31.823925434685552,21.96991,295.1199,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-75.20722854945163,31.79372745477247,10.170868,283.32086,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-85.73655183278177,31.867393930183642,26.025818,299.1758,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
-79.88385850192729,31.790497647712556,19.634674,292.78467,12,18,0,18:00,4,140,-85.91523035036471,23.739651446884363,-80.71859741210938
