lon,lat,temp_c,temp_k,frame,hour,minute,time_str,category,wind_mph,center_lon,center_lat,min_temp_c
-79.76490592271588,31.99986370872913,16.377655,289.52765,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-81.08504574784419,31.988601303376466,23.752045,296.90204,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-75.29509216383003,31.957260486593114,15.2100525,288.36005,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-78.31369810684733,31.943119252806053,15.578766,288.72876,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-82.78464583965462,31.961737436500254,22.645905,295.7959,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-76.97768254558297,31.91374782569106,-16.807129,256.34286,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-82.69360544634868,31.937145426576752,24.305145,297.45514,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-76.88966057272279,31.89009148630275,1.6288757,274.77887,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-83.7132479143427,31.927866263736036,25.472748,298.62274,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-77.89490975384523,31.870804896307167,19.26596,292.41595,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-85.79121550422613,31.938580497543843,26.08728,299.23727,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-79.93210522336571,31.86093148235632,18.71289,291.86288,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-88.87538289919644,31.978936666629288,25.411285,298.56128,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-82.93056412958866,31.87011401465861,26.025818,299.1758,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-77.12825946484556,31.82085059023221,3.4724731,276.62247,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-86.8671641635109,31.912223823549876,25.472748,298.62274,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-80.98433998821147,31.823925434685552,22.215729,295.36572,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-75.20722854945163,31.79372745477247,6.483673,279.63367,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-85.73655183278177,31.867393930183642,26.025818,299.1758,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-79.88385850192729,31.790497647712556,21.41684,294.56683,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-91.43160412462728,31.97313608872899,30.081757,303.23175,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-85.3967428417761,31.837992633508208,26.701813,299.8518,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-79.55352922413468,31.764544683958654,21.96991,295.1199,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-91.87161397724067,31.961836804150217,24.305145,297.45514,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-85.81995951215924,31.822151915412007,26.08728,299.23727,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-79.9687128623715,31.744562642640293,21.41684,294.56683,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-93.09331929793277,31.973738567388047,23.260437,296.41043,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-86.9885105742038,31.821080505363895,25.042572,298.19257,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-81.10925418724095,31.73188322257236,23.506256,296.65625,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-75.33771558615084,31.700560452891928,19.204498,292.3545,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-88.85007644053957,31.83782445638518,28.422516,301.5725,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-82.91647699382344,31.729860699054466,27.43927,300.58926,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-77.12452327886685,31.680980615019607,4.1484375,277.29843,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-91.06153231301491,31.86937834746248,23.936432,297.08643,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-85.04878080787292,31.73863201789864,26.763275,299.91327,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-79.21994367473653,31.668882902089187,14.103882,287.25388,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-93.31374124130014,31.909951389911956,28.361053,301.51105,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-87.20381561974062,31.75534101263036,25.902924,299.05292,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-81.3237448302324,31.664227979434493,23.567688,296.71768,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-75.55512073384416,31.630897650695633,19.327423,292.47742,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
-89.38751315424948,31.780286560033932,25.349854,298.49985,11,17,30,17:30,5,160,-85.75128052220127,23.77589083363423,-83.29962158203125
